donor_id,donor_name,donor_age,donor_color,structure_id,structure_name,structure_abbreviation,structure_color,top_level_structure_id,top_level_structure_name,top_level_structure_abbreviation,top_level_structure_color
16631,"DAM35650","E70","DCDCDC",10077,"granular layer of dentate gyrus (cortex)","DGgr","543E74",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",10077,"granular layer of dentate gyrus (cortex)","DGgr","543E74",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10077,"granular layer of dentate gyrus (cortex)","DGgr","543E74",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10078,"subgranular zone of dentate gyrus (cortex)","DGsg","725398",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10078,"subgranular zone of dentate gyrus (cortex)","DGsg","725398",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10078,"subgranular zone of dentate gyrus (cortex)","DGsg","725398",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10062,"stratum lacunosum-moleculare of CA1","CA1lm","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10062,"stratum lacunosum-moleculare of CA1","CA1lm","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",10062,"stratum lacunosum-moleculare of CA1","CA1lm","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10062,"stratum lacunosum-moleculare of CA1","CA1lm","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10061,"stratum radiatum of CA1","CA1ra","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10061,"stratum radiatum of CA1","CA1ra","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",10061,"stratum radiatum of CA1","CA1ra","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10061,"stratum radiatum of CA1","CA1ra","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10060,"stratum pyramidale of CA1","CA1py","694F8C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10060,"stratum pyramidale of CA1","CA1py","694F8C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",10060,"stratum pyramidale of CA1","CA1py","694F8C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10060,"stratum pyramidale of CA1","CA1py","694F8C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",128012264,"hippocampal subplate of CA1","CA1sp","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",128012264,"hippocampal subplate of CA1","CA1sp","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",128012264,"hippocampal subplate of CA1","CA1sp","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012264,"hippocampal subplate of CA1","CA1sp","D1CEE2",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",128012270,"hippocampal intermediate zone of CA1","CA1iz","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",128012270,"hippocampal intermediate zone of CA1","CA1iz","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",128012270,"hippocampal intermediate zone of CA1","CA1iz","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012270,"hippocampal intermediate zone of CA1","CA1iz","E6E6EC",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",128012274,"hippocampal subventricular zone of CA1","CA1szi","674881",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",128012274,"hippocampal subventricular zone of CA1","CA1szi","674881",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",128012274,"hippocampal subventricular zone of CA1","CA1szi","674881",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012274,"hippocampal subventricular zone of CA1","CA1szi","674881",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",128012278,"hippocampal ventricular zone of CA1","CA1vz","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",128012278,"hippocampal ventricular zone of CA1","CA1vz","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",128012278,"hippocampal ventricular zone of CA1","CA1vz","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012278,"hippocampal ventricular zone of CA1","CA1vz","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10065,"stratum pyramidale of CA2","CA2py","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10065,"stratum pyramidale of CA2","CA2py","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10065,"stratum pyramidale of CA2","CA2py","5D457F",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10070,"stratum pyramidale of CA3","CA3py","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",10070,"stratum pyramidale of CA3","CA3py","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",10070,"stratum pyramidale of CA3","CA3py","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10070,"stratum pyramidale of CA3","CA3py","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",10070,"stratum pyramidale of CA3","CA3py","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",128012372,"pyramidal layer of subiculum","Spy","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",128012372,"pyramidal layer of subiculum","Spy","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",128012372,"pyramidal layer of subiculum","Spy","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012372,"pyramidal layer of subiculum","Spy","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215012,"MMU35475","E70","DCDCDC",128012372,"pyramidal layer of subiculum","Spy","614884",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113215177,"MMU32143","E70","DCDCDC",159658824,"cortical hem","Hem","937B7C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",159658824,"cortical hem","Hem","937B7C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
113214697,"MMU33757","E70","DCDCDC",159658824,"cortical hem","Hem","937B7C",4003,"hippocampal cortex (hippocampal formation)","HF","BFB5D5"
16631,"DAM35650","E70","DCDCDC",10124,"medial division of central nucleus","CEm","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10124,"medial division of central nucleus","CEm","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10124,"medial division of central nucleus","CEm","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10124,"medial division of central nucleus","CEm","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10123,"lateral division of central nucleus","CEl","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10123,"lateral division of central nucleus","CEl","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10123,"lateral division of central nucleus","CEl","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10123,"lateral division of central nucleus","CEl","AFD58A",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10125,"medial nucleus","Me","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10125,"medial nucleus","Me","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10125,"medial nucleus","Me","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10125,"medial nucleus","Me","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10116,"lateral nucleus","L","A6D17A",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10116,"lateral nucleus","L","A6D17A",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10116,"lateral nucleus","L","A6D17A",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10116,"lateral nucleus","L","A6D17A",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10106,"basal nucleus (basolateral nucleus)","B","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10106,"basal nucleus (basolateral nucleus)","B","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10106,"basal nucleus (basolateral nucleus)","B","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10106,"basal nucleus (basolateral nucleus)","B","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10110,"accessory basal nucleus (basomedial nucleus)","AB","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10110,"accessory basal nucleus (basomedial nucleus)","AB","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113214697,"MMU33757","E70","DCDCDC",10110,"accessory basal nucleus (basomedial nucleus)","AB","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10110,"accessory basal nucleus (basomedial nucleus)","AB","9CCC66",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10128,"paralaminar nucleus","PL","92C851",4002,"amygdaloid complex","Amy","C9E2B1"
16631,"DAM35650","E70","DCDCDC",10139,"amygdaloid intramedullary gray","IMG","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",10139,"amygdaloid intramedullary gray","IMG","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113215012,"MMU35475","E70","DCDCDC",10139,"amygdaloid intramedullary gray","IMG","89BA46",4002,"amygdaloid complex","Amy","C9E2B1"
113215177,"MMU32143","E70","DCDCDC",159658852,"lateral ganglionic eminence-cortex border","LGEcx","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",159658852,"lateral ganglionic eminence-cortex border","LGEcx","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",128012822,"lateral ganglionic eminence","LGE","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",128012822,"lateral ganglionic eminence","LGE","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",128012822,"lateral ganglionic eminence","LGE","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",128012822,"lateral ganglionic eminence","LGE","937B7C",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",128012834,"medial ganglionic eminence","MGE","8C7373",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",128012834,"medial ganglionic eminence","MGE","8C7373",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",128012834,"medial ganglionic eminence","MGE","8C7373",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",128012834,"medial ganglionic eminence","MGE","8C7373",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",128012846,"caudal ganglionic eminence","CGE","81696B",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",128012846,"caudal ganglionic eminence","CGE","81696B",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",128012846,"caudal ganglionic eminence","CGE","81696B",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",128012846,"caudal ganglionic eminence","CGE","81696B",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10082,"caudate nucleus","Ca","99A677",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10082,"caudate nucleus","Ca","99A677",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10082,"caudate nucleus","Ca","99A677",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10082,"caudate nucleus","Ca","99A677",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10086,"putamen","Pu","A8B485",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10086,"putamen","Pu","A8B485",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10086,"putamen","Pu","A8B485",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10086,"putamen","Pu","A8B485",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10092,"nucleus accumbens","NAC","91A06E",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10092,"nucleus accumbens","NAC","91A06E",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10092,"nucleus accumbens","NAC","91A06E",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10092,"nucleus accumbens","NAC","91A06E",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10099,"external segment of globus pallidus","GPe","D7E0BF",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10099,"external segment of globus pallidus","GPe","D7E0BF",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10099,"external segment of globus pallidus","GPe","D7E0BF",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10099,"external segment of globus pallidus","GPe","D7E0BF",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10098,"internal segment of globus pallidus","GPi","D0D9B2",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10098,"internal segment of globus pallidus","GPi","D0D9B2",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10098,"internal segment of globus pallidus","GPi","D0D9B2",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10098,"internal segment of globus pallidus","GPi","D0D9B2",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",10102,"internal capsule","ic","F2F1F0",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215177,"MMU32143","E70","DCDCDC",10102,"internal capsule","ic","F2F1F0",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113214697,"MMU33757","E70","DCDCDC",10102,"internal capsule","ic","F2F1F0",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
113215012,"MMU35475","E70","DCDCDC",10102,"internal capsule","ic","F2F1F0",4001,"basal nuclei (basal ganglia)","BN","E2EACA"
16631,"DAM35650","E70","DCDCDC",128013074,"dorsal lateral geniculate nucleus","DLG","8C4685",3999,"brain","Br","E0E0E0"
113215177,"MMU32143","E70","DCDCDC",128013074,"dorsal lateral geniculate nucleus","DLG","8C4685",3999,"brain","Br","E0E0E0"
113214697,"MMU33757","E70","DCDCDC",128013074,"dorsal lateral geniculate nucleus","DLG","8C4685",3999,"brain","Br","E0E0E0"
113215012,"MMU35475","E70","DCDCDC",128013074,"dorsal lateral geniculate nucleus","DLG","8C4685",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011614,"marginal zone of rostral cingulate cortex","rCGmz","EEE0A8",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011614,"marginal zone of rostral cingulate cortex","rCGmz","EEE0A8",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011614,"marginal zone of rostral cingulate cortex","rCGmz","EEE0A8",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011614,"marginal zone of rostral cingulate cortex","rCGmz","EEE0A8",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128012422,"marginal zone of V1","V1mz","EEE0A8",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128012422,"marginal zone of V1","V1mz","EEE0A8",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128012422,"marginal zone of V1","V1mz","EEE0A8",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128012422,"marginal zone of V1","V1mz","EEE0A8",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128012436,"supragranular layer of V1","V1-2/3","D4B235",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128012436,"supragranular layer of V1","V1-2/3","D4B235",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128012436,"supragranular layer of V1","V1-2/3","D4B235",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128012436,"supragranular layer of V1","V1-2/3","D4B235",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011624,"outer cortical plate of rostral cingulate cortex","rCGcpo","EDCF37",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011624,"outer cortical plate of rostral cingulate cortex","rCGcpo","EDCF37",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011624,"outer cortical plate of rostral cingulate cortex","rCGcpo","EDCF37",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011624,"outer cortical plate of rostral cingulate cortex","rCGcpo","EDCF37",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011788,"outer cortical plate of S1","S1cpo","EDCF37",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",10030,"granular layer IV of V1","V1-4","FFE168",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",10030,"granular layer IV of V1","V1-4","FFE168",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",10030,"granular layer IV of V1","V1-4","FFE168",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",10030,"granular layer IV of V1","V1-4","FFE168",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",10004,"layer V of rostral cingulate cortex","rCG5","EC813B",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",10004,"layer V of rostral cingulate cortex","rCG5","EC813B",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",10004,"layer V of rostral cingulate cortex","rCG5","EC813B",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",10004,"layer V of rostral cingulate cortex","rCG5","EC813B",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",10035,"layer V of V1","V1-5","EC813B",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",10035,"layer V of V1","V1-5","EC813B",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",10035,"layer V of V1","V1-5","EC813B",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",10035,"layer V of V1","V1-5","EC813B",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",10005,"layer VI of rostral cingulate cortex","rCG6","ED8F56",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",10005,"layer VI of rostral cingulate cortex","rCG6","ED8F56",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",10005,"layer VI of rostral cingulate cortex","rCG6","ED8F56",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",10005,"layer VI of rostral cingulate cortex","rCG6","ED8F56",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011816,"layer VI of S1","S1-6","ED8F56",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011816,"layer VI of S1","S1-6","ED8F56",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011816,"layer VI of S1","S1-6","ED8F56",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011816,"layer VI of S1","S1-6","ED8F56",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",10036,"layer VI of V1","V1-6","ED8F56",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",10036,"layer VI of V1","V1-6","ED8F56",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",10036,"layer VI of V1","V1-6","ED8F56",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",10036,"layer VI of V1","V1-6","ED8F56",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011646,"subplate zone of rostral cingulate cortex","rCGsp","D38E32",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011646,"subplate zone of rostral cingulate cortex","rCGsp","D38E32",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011646,"subplate zone of rostral cingulate cortex","rCGsp","D38E32",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011646,"subplate zone of rostral cingulate cortex","rCGsp","D38E32",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011820,"subplate zone of S1","S1sp","D38E32",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011820,"subplate zone of S1","S1sp","D38E32",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128012466,"subplate zone of V1","V1sp","D38E32",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128012466,"subplate zone of V1","V1sp","D38E32",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128012466,"subplate zone of V1","V1sp","D38E32",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128012466,"subplate zone of V1","V1sp","D38E32",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011650,"intermediate zone of rostral cingulate cortex","rCGiz","EBBFD0",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011650,"intermediate zone of rostral cingulate cortex","rCGiz","EBBFD0",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011650,"intermediate zone of rostral cingulate cortex","rCGiz","EBBFD0",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011650,"intermediate zone of rostral cingulate cortex","rCGiz","EBBFD0",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128012474,"intermediate zone of V1","V1iz","EBBFD0",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128012474,"intermediate zone of V1","V1iz","EBBFD0",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128012474,"intermediate zone of V1","V1iz","EBBFD0",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128012474,"intermediate zone of V1","V1iz","EBBFD0",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",159658836,"outer fiber (plexiform) zone of V1","V1ofz","E196B7",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",159658836,"outer fiber (plexiform) zone of V1","V1ofz","E196B7",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",159658836,"outer fiber (plexiform) zone of V1","V1ofz","E196B7",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",159658836,"outer fiber (plexiform) zone of V1","V1ofz","E196B7",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011658,"outer subventricular zone of rostral cingulate cortex","rCGszo","DA80A8",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011658,"outer subventricular zone of rostral cingulate cortex","rCGszo","DA80A8",3999,"brain","Br","E0E0E0"
125953597,"MMU36435","E80","D2D2D2",128011658,"outer subventricular zone of rostral cingulate cortex","rCGszo","DA80A8",3999,"brain","Br","E0E0E0"
120965505,"MMU37852","E80","D2D2D2",128011658,"outer subventricular zone of rostral cingulate cortex","rCGszo","DA80A8",3999,"brain","Br","E0E0E0"
121006927,"MMU34624","E80","D2D2D2",128011832,"outer subventricular zone of S1","S1szo","DA80A8",3999,"brain","Br","E0E0E0"
113213962,"MMU35058","E80","D2D2D2",128011832,"outer subventricular zone of S1","S1szo","DA80A8",3999,"brain","Br","E0E0E0"
